Recipient Name,Recipient EIN,Recipient Website,Recipient Address
Latin Balle Pee the Child Is Innocent,421640665,N/A,"6 Vista Avenue
Boston, MA, United States 1970"
Rafael Hernandez School,N/A,http://www.boston.k12.ma.us/hernande...,"61 School St.
Roxbury, MA, United States 02119-3126"
"Multicultural AIDS Coalition, Inc.",N/A,N/A,"31 Heath Street Suite 12
Jamaica Plain, MA, United States 02130"
Prevent Blindness America,N/A,N/A,"424 Beacon Street
Boston, MA, United States 02115"
Amesbury Carriage Musuem Inc,43021666,N/A,"5 Market Square
Amesbury, MA, United States 1913"
Trustees of Deerfield Academy,42103563,http://www.deerfield.edu,"Po Box 87
Deerfield, MA, United States 01342-0087"
Song Keepers Ltd.,474169437,http://songkeepersltd.yolasite.com,"23 Morse Street, Unit 2
Boston, MA, United States 2121"
Chinese Christian Church of Grace in Malden,43193600,N/A,"50 Eastern Ave
Malden, MA, United States 02148-5014"
Kumla Fund,472284256,N/A,"Po Box 454
West Stockbridge, MA, United States 01266"
Latino Scholarship Association,N/A,N/A,"PO Box 6706
Holyoke, MA, United States 01041-6706"
Massachusetts College of Liberal Arts Foundation,42613803,http://www.mcla.edu,"375 Church Street
North Adams, MA, United States 01247"
Portuguse Cultural Comm,N/A,N/A,"33 Norwood Street
Ludlow, MA, United States 01056"
Roxbury Tenants of Havard Association,N/A,N/A,"11 New Whitney Street
Boston, MA, United States 02115"
Sacred Threads-A Center for Spirituality & Healing Sacred Threads Center,262111452,N/A,"37 Crafts St
Newton, MA, United States 02458"
Tsne Missionworks FBO Massachusetts Voter Table,N/A,N/A,"89 South Street Suite 700
Boston, MA, United States 02111"
Xaverian Missionaries,N/A,N/A,"101 Summer St.
Holliston, MA, United States 01746-2207"
Greater Boston Chinese Culturalassociation Inc,46144186,http://gbcca.org,"437 Cherry Street
West Newton, MA, United States 02465-2017"
African Health Foundation Inc,134218435,N/A,"3 Marian Rd
Framingham, MA, United States 01702"
Jones River Village Historical Society,42311887,N/A,"PO Box 22
Kingston, MA, United States 02364"
Local Z3zi Benevolent Fund Inc,N/A,N/A,"North Andover, MA, United States"
"Centro Cristiano Nacion De Jesus, Inc.",203356204,N/A,"124 Sumner Avenue
Springfield, MA, United States 1108"
Warm Hearts of Stow,261787178,N/A,"545 Great Rd
Stow, MA, United States 01775"
Material Aid and Advocacy Program Inc,N/A,N/A,N/A
CATHEDRAL HIGH SCHOOL,42262360,http://www.cathedralhigh.org,"260 SURREY ROAD
Springfield, MA, United States 01118"
Bentley University,41081650,http://www.bentley.edu/,"175 Forest St.
Waltham, MA, United States 02452-4705"
Community Access to the Arts - CATA,N/A,N/A,"40 Railroad St Ste 6
Great Barrington, United States 01230"
Anonymous Individual(s),N/A,N/A,"Leominster, MA, United States"
Lucys Love Bus Charitable Trust,204036256,https://lucyslovebus.org/,"21 Water Street, Suite 302
Amesbury, MA, United States 1913"
UMass Boston CANALA Institutes,N/A,N/A,"Office of Research & Sponsored Programs 100 Morrissey Boulevard
Boston, MA, United States 02125"
Urban Leadership Fund,463828213,N/A,"140 Clarendon St
Boston, MA, United States 02116"
Women & Taiko Fellowship Program Co Creative Impact for Change,N/A,N/A,"137 Walworth Street
Roslindale, MA, United States 02131"
Monument Mountain Regional High School,N/A,http://www.bhrsdg/mmrhs/mmhome/m_...,"600 Stockbridge Road
Great Barrington, MA, United States 01230"
Black Cat Rescue Inc.,262929324,http://blackcatrescue.com/,"191 Cedar St Unit 1
Somerville, MA, United States 02145-3520"
Williamstown Chamber of Commerce,237042933,N/A,"PO Box 357
Williamstown, MA, United States 01267"
United for a Fair Economy,43286118,N/A,N/A
Winchester Multicultural Network,N/A,http://www.wmcn.org,"PO Box 346
Winchester, MA, United States 01890"
Medfield Food Cupboard,43158075,N/A,"PO Box 172
Medfield, MA, United States 02052"
SOUTH COAST BUSINESS ALLIANCE,205058834,N/A,"401 County Street
New Bedford, MA, United States 02740"
Boston Korean Adoptees Inc,50567692,N/A,"Po Box 120841
Boston, MA, United States 02112"
Community Water Solutions,N/A,http://www.communitywatersolutions.org,"Medfield, MA, United States 02052"
Arabic Family Center Arabs for Christ,43534771,N/A,"PO Box 611
Canton, MA, United States 02021-0611"
Hamilton Hall,222624536,https://www.hamiltonhall.org/,"9 Chestnut St
Salem, MA, United States 1970"
Arlington Historical Society,46053994,N/A,"7 JASON ST
Arlington, MA, United States 02476"
Liam Nation,454790470,N/A,"PO Box 425
Tewksbury, MA, United States 01876"
The First Tee Massachusetts,N/A,http://www.mgalinks.org,"300 Arnold Palmer Blvd
Norton, MA, United States 02766"
La Pi?ata Latin American Cultural Families Network,43486913,N/A,"294 South St
Jamaica Plain, MA, United States 02130"
New England Civil Rights Fund,451444777,N/A,"Boston, MA, United States 02119"
The Goldthwait Reservation Inc,42061893,N/A,"9 Goldthwait Road
Marblehead, MA, United States 01945"
Anonymous Individual(s),N/A,N/A,"Gloucester, MA, United States"
Anonymous Individual(s),N/A,N/A,"Somerville, MA, United States"
Argosy Collegiate Charter School,464965951,N/A,"263 Hamlet Street
Fall River, MA, United States 02724"
Belmont Day School,42108347,http://belmontday.org,"55 Day School Lane
Belmont, MA, United States 02478"
Boston Center for Community and Justice,141934022,http://www.bostonccj.org,"5 Broad St Ste 4
Boston, MA, United States 02109-2901"
Isalah Social Action,N/A,N/A,"Lexington, MA, United States 02421"
Just Roots Inc,371637062,http://www.justroots.org,"34 Glenbrook Drive
Greenfield, MA, United States 1301"
"Marlborough Public Library, Friends of the",237323238,http://www.marlboroughpubiclibrary.org,"35 W. Main St.
Marlborough, MA, United States 01752-3851"
Northern Berkshire Community Coalition,43446578,http://www.nbccoalition.org,"61 Main Street, Ste 218
North Adams, MA, United States 01247-3401"
Notre Dame Cristo Rey,N/A,N/A,"Lawrence, MA, United States"
Notre Dame Education Center at Saint Marys Center,N/A,N/A,"301 Haverhill St.
Lawrence, MA, United States 01842-0000"
Pakachoag Music School of Greater Worcester,43029253,N/A,"10 Irving Street
Worcester, MA, United States 1609"
Rural Land Foundation,46132391,http://www.lincolnconservation.org,"PO BOX 10
Lincoln, MA, United States 01773"
The Hutchins Center II,N/A,N/A,"104 Mt Aurburn St
Cambridge, MA, United States 02138"
THE SALVATION ARMY HOLYOKE CORPS,222406433,http://www.salvationarmy.org,"271 APPLETON STREET
Holyoke, MA, United States 01040"
The Shine Initiative,N/A,http://www.shineinitiative.org/,"44 Portland Street
Worcester, MA, United States 01608"
Z6 Z Foundation Inc,N/A,N/A,"Hopkinton, MA, United States"
Lands Sake,42702759,http://www.landssake.org,"90 WELLESLEY ST
Weston, MA, United States 02493"
"My Brother's Table, Inc.",42794047,http://www.mybrotherstable.org,"98 Willow St.
Lynn, MA, United States 1901"
Martin Luther King Jr,N/A,N/A,"77 Lawrence Ave
Dorchester, MA, United States 02121-2030"
Pilgrim Society,237282033,http://www.pilgrimhallmuseum.org,"75 Court Street
Plymouth, MA, United States 02360"
Dracut Youth Wrestling Inc,N/A,N/A,"Dracut, MA, United States 01826-1008"
Highland Light Scottish Pipe Band,43099468,N/A,"208 Clark Road
Plymouth, MA, United States 02360"
People's A M. E. Church,N/A,N/A,"PO Box 505223
Chelsea, MA, United States 02150-5223"
Chester Theatre Company,N/A,N/A,"PO Box 722
Chester, MA, United States 01011"
Chinatown Main Street,43374472,N/A,"2 Boylston St Ste G1
Boston, MA, United States 02116-4737"
Sphinx Head Society Inc,237349991,N/A,"80 Beacon Street
Boston, MA, United States 02108"
Fronteras Spanish Immersion Charter School,N/A,http://www.matsuk12.us/frc,"7010 E Bogard Rd
Wasilla, AK, United States 99654-4711"
NAACP,N/A,N/A,"330 Martin Luther King Blvd
Roxbury, MA, United States 02119"
Cape Cod Museum of Natural History,42262299,http://www.ccmnh.org,"869 MAIN STREET
Brewster, MA, United States 02631"
Worcester Roots Project Inc,50566468,http://www.worcesterroots.org,"4 King Street
Worcester, MA, United States 01610"
New England International Donors,N/A,http://neidonors.org,"c/o The Yard
Boston, MA, United States 02116-0000"
"Ko Theater Works, Inc.",43124727,http://www.kofest.com,"P.O. Box 137
Amherst, MA, United States 01004"
American Concert Ballet,N/A,http://www.balletrox.org,"284 Amory Street
Jamaica Plain, MA, United States 02130-2317"
American Jewish Committee,N/A,N/A,"64 Brattle St
Cambridge, MA, United States 02138-3443"
Anonymous Individual(s),N/A,N/A,"East Boston, MA, United States"
Anonymous Individual(s),N/A,N/A,"Fitchburg, MA, United States"
Anonymous Individual(s),N/A,N/A,"Haverhill, MA, United States"
Anonymous Individual(s),N/A,N/A,"Holbrook, MA, United States"
Anonymous Individual(s),N/A,N/A,"Marshfield, MA, United States"
Anonymous Individual(s),N/A,N/A,"Mashpee, MA, United States"
Anonymous Individual(s),N/A,N/A,"Melrose, MA, United States"
Anonymous Individual(s),N/A,N/A,"Middleboro, MA, United States"
Anonymous Individual(s),N/A,N/A,"Ocean Bluff, MA, United States"
Anonymous Individual(s),N/A,N/A,"Plymouth, MA, United States"
Artists for Humanity,N/A,N/A,"288-300 A Street
Boston, MA, United States 02210"
Boston Study Group Inc,820732661,http://bostonstudygroup.org,"43 McCormick Ter Apt 57
Stoughton, MA, United States 2072"
City on A Hill Foundation,N/A,N/A,"31 Heath Street
Boston, MA, United States 02130"
Community Images Inc,43407257,http://www.imagescinema.org,"50 Spring Street
Williamstown, MA, United States 1267"
Egan Maritime Institute,N/A,N/A,"158 Polpis Road
Nantucket, MA, United States 02554"
Empower Yourself Ltd,274762141,N/A,"47 ROCK MEADOW DR
Brockton, MA, United States 02301-2963"
"English At Large, Inc.",43050593,http://www.englishatlarge.org,"800 West Cummings Park, Suite 5550
Woburn, MA, United States 01801"
Fund for Columbia County,N/A,N/A,"c/o Berkshire Taconic Community Foundation
Sheffield, MA, United States 01257-9503"
Lloyd Center for the Environment,43066693,http://www.thelloydcenter.org,"430 Potomska Rd
South Dartmouth, MA, United States 02748"
President & Trustees of Williams College,42104847,http://www.williams.edu,"880 Main St
Williamstown, MA, United States 1267"
SAMUEL HARRISON SOCIETY INC,201788347,http://www.samuelharrison.org,"82 THIRD STREET
Pittsfield, MA, United States 01201"
Hamington Memorial Hospital,N/A,N/A,"340 Thompson Rd.
Webster, MA, United States 01570"
Huntington's Disease Society of Ame,N/A,N/A,"Po Box 14
Chelmsford, MA, United States 01824"
Indian American Forum for Political Education,461905935,http://www.iafpe-ma.org/,"Norfolk, MA, United States 02056"
Indian Hill Music Inc,N/A,N/A,"36 King St
Littleton, MA, United States 01460"
KIND,N/A,http://www.supportkind.org/,"11 Beacon St., Ste. 820
Boston, MA, United States 02108-3021"
Literacy Network of South Berkshire Inc,43252289,http://www.litnetsb.org,"100 Main Street
Lee, MA, United States 1238"
M & M Community Development Oak Bluffs Branch,474991286,N/A,"35 TOWER RIDGE ROAD
Oak Bluffs, MA, United States 02557-0000"
MASS MoCA Foundation,N/A,N/A,"1040 Mass MoCA Way
North Adams, MA, United States 01247-9920"
Momentum Community Inc.,N/A,http://www.momentumcommunity.org,"Momentum Community c/o Nataly Castaño 300 Long Beach Boulevard, #20069
Long Beach, CA, United States 90802"
"MotherWoman Inc., (DBA Women of Color Health Equity Collective)",N/A,https://wochec.org/,"PO Box 3477
Springfield, MA, United States 01101"
National Association for Community College Entrepreneurship,260704711,http://www.nacce.com,"1 Federal Street, Bldg 101
Springfield, MA, United States 01105"
National Immigration Project,N/A,N/A,"14 Beacon Street Suite 602
Boston, MA, United States 02333"
New Bedford Whaling Museum,N/A,http://www.whalingmuseum.org,"18 JOHNNY CAKE HILL
New Bedford, MA, United States 2740"
Pan Massachusetts Challenge Trust,N/A,http://www.pmc.org,"77 4th Avenue
Needham Heights, MA, United States 02494"
Pioneer Valley Translator and Interpreter Collective,N/A,N/A,"16 Main Street, 2A
Northampton, MA, United States 01060"
Restoration Project Inc,N/A,N/A,"40 Beharrell Street
Concord, MA, United States 01742"
Rotary Club of Attleboro,N/A,N/A,"Po Box 635
Attleboro, MA, United States 02703"
Rutland Volunteer Fire Brigade Inc,204369375,N/A,"313 Main Street
Spencer, MA, United States 01543"
"Southeastern Massachusetts Agricultural Partnership, Inc.",201625240,https://semaponline.org/,"PO Box 80625
South Dartmouth, MA, United States 02748"
Three Pyramids,237154260,N/A,"49 Nursery Lane
Fitchburg, MA, United States 01420"
Undoing Racism Organizing Collective,N/A,http://www.urocofwesternmass.org,"PO Box 81235
Springfield, MA, United States 01138-1235"
Worcester Academy,42105855,http://www.worcesteracademy.org,"81 Providence Street
Worcester, MA, United States 01604"
Mspca-Angell,N/A,N/A,"350 S Huntington Avenue
Boston, MA, United States 02130-4803"
Braintree Junior Soccer League Inc,43052092,N/A,"Po Box 850-725
Braintree, MA, United States 02185"
Saint Raphael School,453477043,N/A,"516 High Street
Medford, MA, United States 02155"
Massachusetts Biomedical Initiatives,222636406,http://www.massbiomed.org,"17 Briden Street
Worcester, MA, United States 1605"
Boston Chinese Evangelical Church,510199982,N/A,"218 Walnut St
Newtonville, MA, United States 02460-1602"
Berklee College of Music,42300472,http://www.berklee.edu,"1140 Boylston St
Boston, MA, United States 2215"
Greater Boston Morehouse College Alumni Associatio,N/A,N/A,"48 W Milton St
Hyde Park, MA, United States 02136-1928"
BILINGUAL VETERANS OUTREACH CENTERS OF MASSACHUSETTS INC,222781572,http://www.bilingualvets.org,"281 Franklin Street
Springfield, MA, United States 01104"
Boston Chinese Photography Association Inc,473774233,N/A,"55 Framhill Road
Wrentham, MA, United States 01581"
Burma Border,N/A,N/A,"Worchester, MA, United States"
Friends of Pleasant Bay,N/A,N/A,"P.O. Box 1243
Harwich, MA, United States 02645"
Harwich Conservation Trust,46599166,http://harwichconservationtrust.org/,"Po Box 101
South Harwich, MA, United States 12661"
Laos Literacy Project,320285330,N/A,"10 Tremont St.,Suite 200
Boston, MA, United States"
"Massachusetts Latino Chamber of Commerce Gonzalez, Carlos",N/A,N/A,"1655 Main St Ste 201
Springfield, MA, United States 01103-1251"
Abby Mission,N/A,N/A,"52 High Street
Worcester, MA, United States 01609"
American Rhododendron Society,237244608,N/A,"17 Walden Way
Milford, MA, United States 01757"
Armenian Heritage Foundation,N/A,N/A,"25 Flanders Road
Belmont, MA, United States 02478"
Beverly Hospitals,42121317,http://beverlyhospital.org,"85 Herrick Street
Beverly, MA, United States 01915"
Bluelaces Theater Company Inc,472719038,N/A,"1 CHAUNCY ST APT 7
Cambridge, MA, United States 02138-2615"
Boston Dragon Boat Festival Inc,300518020,N/A,"437 Cherry Street
West Newton, MA, United States 02465"
Cape Symphomy,N/A,N/A,"1060 Falmouth Road
Hyannis, MA, United States 02601"
Chelmsford Community Exchange,43194006,N/A,"PO Box 394
Chelmsford, MA, United States 01824-0394"
Community Vna,N/A,N/A,"10 Emory Street
Attleboro, MA, United States 02703"
Eastham Conservation Foundation,42668953,N/A,"Po Box 183
Eastham, MA, United States 02642"
EcoTarium 1825 Society,42105868,http://www.ecotarium.org/,"222 Harrington Way
Worcester, MA, United States 01604"
Exit Dance Theatre,300119012,https://www.exitdancetheatre.org/,"50 Water Street
Newburyport, MA, United States 01950"
Greater Newburyportbura Alliance,223349269,N/A,"Po Box 1021
Newburyport, MA, United States 01950"
Harvard Historical Society,46169825,N/A,"P.O. Box 542
Harvard, MA, United States 01451"
KIND,262763038,https://supportkind.org/,"1201 L St., N.W., 2nd Fl.
Washington, DC, United States 20005-4019"
"Lake Onota Preservation Association, Inc.",N/A,http://www.onotalake.com,"PO Box 2884
Pittsfield, MA, United States 01201"
Living in Freedom Together (LIFT),813646918,N/A,"P.O. Box 16724
Worcester, MA, United States 01610"
"LUK Crisis Center, Inc. (LUK, Inc.)",42483679,http://www.luk.org,"545 Westminster St
Fitchburg, MA, United States 1420"
Mass Auduborcadia Programs,N/A,N/A,"127 Combs Road
East Hampton, MA, United States 01027"
New Bedford Symphony Orch,N/A,N/A,"128 Union St; Suite 204
New Bedford, MA, United States 02740"
New Life Furniture Bank of Ma,N/A,https://www.newlifefb.org/,"Po Box 573
Medfield, MA, United States 02052"
New School of Music,42598978,http://www.newschoolofmusic.org,"25 Lowell Street
Cambridge, MA, United States 02138"
Noonday Farm,462135563,N/A,"96 Windsor Rd
Winchendon, MA, United States 01475"
Out Now,43441348,http://www.outnowspringfield.org,"P O Box 5321
Springfield, MA, United States 01101"
"Render Creative, Inc./Main IDEA",474551070,N/A,"9 Irving Street
Worcester, MA, United States 01609"
Sacharmama Center for Biocultural R,461672650,N/A,"36 A Dana Street
Cambridge, MA, United States 02138"
Saheli- Friendship for South Asian Women,N/A,http://www.saheliboston.org,"P.O. Box 52063
Boston, MA, United States 02205"
SHARING A NEW SONG INC,43088366,N/A,"10 Court St 32
Arlington, MA, United States 02476"
South Boston Health Center,N/A,N/A,"409 West Broadway
South Boston, MA, United States 02127"
The Newton-San Juan Del Sur Sister City Project,42955943,N/A,"211 Winslow Road
Waban, MA, United States 02468-1713"
UNICO of Pittsfield,N/A,N/A,"P.O. Box 2672
Pittsfield, MA, United States 01202"
Vietnam Veterans Memorial Wall Committee,822947210,N/A,"982 Eastern Ave
Fall River, MA, United States 02723"
Country Dance & Song,N/A,N/A,"116 Pleasant Street Suite 345
Easthampton, MA, United States 01027"
"Vilna Shul, Boston's Center for Jewish Culture, Inc.",43109546,N/A,"18 Phillips Street
Boston, MA, United States 2114"
Methuen Youth Lacrosse,N/A,N/A,"Medfield, MA, United States 02052-2502"
Richmond Consolidated School,46001279,http://www.richmondconsolidated.org/,"1831 State Road
Richmond, MA, United States 01254"
Leukemia and Lymphomia Society,N/A,http://www.lls.org/ma,"P.O. Box 4072
Pittsfield, MA, United States 01202"
Creative Thought and Action Inc,43125436,http://creativethoughtandaction.org,"Po Box 305
Ashfield, MA, United States 01330"
St Sava Serbian Orthodox Church,N/A,N/A,"41 Alewife Brook Parkway
Cambridge, MA, United States 02140"
Western New England University,42108376,http://www.wne.edu,"1215 Wilbraham Road
Springfield, MA, United States 01119"
Montachusett Opportunity Council Inc,42401111,http://www.mocinc.org,"601 River Street
Fitchburg, MA, United States 1420"
SALEM ARTS ASSOCIATION INC,261186443,N/A,"159 Derby Street
Salem, MA, United States 1970"
Quabbin Regional Sch Track Field,42498078,N/A,"872 South St
Barre, MA, United States 01005"
Greater Boston Food Bank,N/A,N/A,"Po Box 55860
Boston, MA, United States 02205"
Local Zzzz Ibew Benevolent Fund Tr,N/A,N/A,"Dorchester, MA, United States"
Sacred Heart Elementary School,320354187,N/A,"571 Boston Street
Lynn, MA, United States 01905"
Indian Ponds Association Inc,222521923,N/A,"PO Box 383
Marstons Mills, MA, United States 02648-0383"
Merrimack Valley Immigrant & Education Center F/N/A Asian Center,N/A,N/A,"Lawrence, MA, United States 01843"
Neighbor to Neighbor (N2N) Northeast Dutchess Fund,N/A,http://www.berkshiretaconic.org,"c/o Berkshire Taconic Community Foundation
Sheffield, MA, United States 01257-9503"
Black Rock Cares,800296132,N/A,"19 Clubhouse Dr
Hingham, MA, United States 02043-4881"
Harwich Family Food Corp,N/A,N/A,"Harwich, MA, United States 2645"
Historical Society of Watertown,46130160,N/A,"The Edmund Fowle House & Museum 28 Marshall Street
Watertown, MA, United States 02472"
Anonymous Individual(s),N/A,N/A,"South Hamilton, MA, United States"
Asian Americans/Pacific Islanders in Philanthropy,943150064,https://aapip.org/,"300 Frank Agawa Plaza, Ste. 256
Oakland, CA, United States 94612-2048"
Asian Community Development Corporation,N/A,N/A,"38 Oak Street
Boston, MA, United States 02111"
Black Lives Matter,N/A,N/A,"PO Box 441146
Somerville, MA, United States 02144-0031"
Boy Scout Troop 3sschartered By Our Ladys Help of Christians Parish,N/A,N/A,"Newton, MA, United States"
"Brush Art Gallery James Dyment, Executive Director",N/A,N/A,"256 Market Street
Lowell, MA, United States 01852"
Casa Esperanza,N/A,N/A,"302 Eustis Street
Roxbury, MA, United States 02119"
Center for Economic Democracy,N/A,N/A,"69 Robeson Street 6
Jamaica Plain, MA, United States 02130"
Flying Cloud Institute,N/A,http://www.flyingcloudinst.org/,"352 Main Street, Ste 212
Great Barrington, MA, United States 01230"
Lyf&c,N/A,N/A,"Leominster, MA, United States"
Melrose Babe Ruth League Inc,N/A,N/A,"Malden, MA, United States 02148"
Norfolk County 4-H,N/A,N/A,"Walpole, MA, United States 02081"
Sacreo Heart Church - Boy Scouts of America Troop 19,N/A,N/A,"Braintree, MA, United States 02184"
St Margaret's Church,N/A,N/A,"450 Highland Avenue
Fall River, MA, United States 02720"
Stoneham Youth Football and Cheerinc,N/A,N/A,"Stoneham, MA, United States 02180"
Latinx Community Center for Empowerment (LCCE),N/A,N/A,"10 Kirk St Ste 2
Lowell, MA, United States 01852"
Local Z3zi B Enevolent Fun D Inc,N/A,N/A,"North Andover, MA, United States"
Lowell Jr High Football Association Inc,N/A,N/A,"17 Hoyt Avenue
Lowell, MA, United States 01852"
Neighbor to Neighbor (N2N) Northwest Corner Fund,N/A,N/A,"c/o Berkshire Taconic Community Foundation
Sheffield, MA, United States 01257-9503"
Pound Hounds,N/A,N/A,"PO Box 212
Boston, MA, United States 01740"
Waaeham Jr Vikings Pop Warner,N/A,N/A,"East Wareham, MA, United States"
Worcester Sports Foundation Inc,N/A,N/A,"Worcester, MA, United States 01609"
University of Massachusetts Medical School,N/A,http://www.umassmed.edu,"55 Lake Ave., N.
Worcester, MA, United States 01655-0002"
Blue Ventures,N/A,N/A,"Monibus Business Centre 39-41 North
London Uk, MA, United States 00000"
Plymouth Historical Society,60941027,N/A,"P.O. Box 176
Plymouth, CT, United States 06782"
DUXBURY BEACH RESERVATION INC Duxbury Preservation Society,N/A,N/A,"PO Box 1364
Duxbury, MA, United States 02331-1364"
Saint Jo Hn Th E Evang Elist Parish,N/A,N/A,"N Chelmsford, MA, United States"
National Association for the Advancement of Colored People,N/A,N/A,"PO Box 605
Pittsfield, MA, United States 01201"
King Boston Fund - The Boston Foundation,N/A,https://www.tbfg/what-we-do/speci...,"75 Arlington St., Ste. 1000
Boston, MA, United States 02116-3976"
American Chinese Christian Educational and Social Services,43119349,N/A,"244 Harrison Ave.
Boston, MA, United States 02111"
"Martin Luther King, Jr. Community Center",N/A,N/A,"P.O. Box 91026
Springfield, MA, United States 01139-1026"
Metrowest Worker Center,N/A,N/A,"116 Concord Street Suite 11
Framingham, MA, United States 01702"
National Center for Race Amity Inc,832949095,https://raceamity.org/,"100 Powder Hill Rd Suite 245
Acton, MA, United States 1720"
Oiste,43581660,N/A,"222 Commonwealth Ave Apt 4R
Boston, MA, United States 02116-2517"
University of Massachusetts,N/A,http://www.uml.edu,"600 Suffolk St Fl 2 S
Lowell, MA, United States 1854"
Project Spay Inc,320233138,N/A,"P.O. Box 445
Swansea, MA, United States 02777"
Archdiocese of Boston,42106175,http://www.bostoncatholic.org,"66 Brooks Drive
Braintree, MA, United States 02184"
HEROES IN TRANSITION INC,271981637,http://heroesintransition.org,"28 Great River Rd
Mashpee, MA, United States 02649"
Grupo Atardecer Senior Citizen Hispanic,271041713,N/A,"100 7th Ave
Lowell, MA, United States 01854-2304"
Boston Ballet,N/A,N/A,"25 Drydock Ave
Boston, MA, United States 02110"
NAACP,N/A,http://www.bostonnaacp.org,"Jamaica Plain, MA, United States 02130"
Harborlight Community Partners,42313571,http://harborlightcp.org,"PO Box 507
Beverly, MA, United States 1915"
Apache Software Foundation,470825376,https://www.apache.org,"401 Edgewater Place
Wakefield, MA, United States 1880"
Tribute Road Race,N/A,N/A,"156 School St
Clinton, MA, United States 01510"
Nashua River Watershed Associ,237055674,http://nashuariverwatershed.org,"592 Main St
Groton, MA, United States 01450"
Pioneer Valley Chinese Immersion Charter School Family Association,271821847,http://www.pvcicsfamilies.org/,"P.O. Box 685
Hadley, MA, United States 01035"
Native American Arborist,N/A,N/A,"PO Box 766
Stockbridge, MA, United States 01262"
Building Futures Inc,10628266,N/A,"40 Belmont St
Worcester, MA, United States 01605-2655"
Father Bill's & MainSpring,N/A,http://www.helpfbms.org,"430 Belmont Street
Brockton, MA, United States 02301"
Great Barrington Public Theater,208256546,http://aglettheatrecompany.artffic...,"PO Box 825
Great Barrington, MA, United States 01230"
Greater Love Community Cares Inc,474309171,N/A,"101 NIGHTINGALE ST
Dorchester, MA, United States 02124-1705"
Massachusetts Maritime Academy,N/A,http://www.maritime.edu,"101 Academy Dr
Buzzards Bay, MA, United States 2532"
826 Boston Inc,N/A,http://www.826boston.org,"3035 Washington St
Roxbury, MA, United States 02119-1227"
Alliance of Climate and Environmental Stewards Inc (ACES),N/A,N/A,"PO Box 281
Newburyport, MA, United States 01950-0381"
American Legion Gaudette-Kirk Post 138,42315811,N/A,"175 Main St
Spencer, MA, United States 01562"
Anonymous Individual(s),N/A,N/A,"Avon, MA, United States"
Anonymous Individual(s),N/A,N/A,"Dorchester, MA, United States"
Anonymous Individual(s),N/A,N/A,"Randolph, MA, United States"
Anonymous Individual(s),N/A,N/A,"Raynham, MA, United States"
Ascentria Community Services,N/A,http://www.ascentria.org,"14 East Worcester Street Suite 300
Worcester, MA, United States 01604"
Asian American Womens Political Initiative Inc,N/A,N/A,N/A
Berkshire Playwrights Lab Inc,222704878,N/A,"PO Box 118
Great Barrington, MA, United States 1230"
"Boston Area Rape Crisis Center, Inc.",42974983,http://www.barcc.org,"99 Bishop Allen Drive
Cambridge, MA, United States 2139"
Boston Arts Academy,N/A,http://www.bostonartsacademyg/pag...,"174 Ipswich Street
Boston, MA, United States 02215"
"Boys & Girls Club of the Berkshires, Inc.",42103925,http://www.bgcberkshires.org,"16 Melville Street
Pittsfield, MA, United States 01201"
"Boys & Girls Club of Woburn, MA",N/A,N/A,"Charles Gardner Lane
Woburn, MA, United States 1801"
Carol DiMaiti Stuart Foundation,223026439,N/A,"One Financial Center, 17th Floor
Boston, MA, United States 02111-2688"
Catholic Relief Services,N/A,N/A,"Baltimore, MA, United States"
Center for Arabic Culture,205107584,http://www.cacboston.org,"191 Highland Ave Ste B6
Somerville, MA, United States 02143"
Charles Street AME Roxbury Renaissance Center,223194999,http://www.csrrc.org,"5 Elm Hill Ave.
Boston, MA, United States 02121-1718"
Circle of Nations Inc,43309725,N/A,"836 HUMPHREY ST
Swampscott, MA, United States 01907-2339"
Common Ground Land Trust Inc,542193192,N/A,"Po Box 400
Leicester, MA, United States 01524"
Cradles to Crayons Inc,43584367,http://www.cradlestocrayons.org,"155 North Beacon Street
Brighton, MA, United States 02135"
Criminal Justice Organization of the Hampden County Sheriffs Department,43278911,http://www.shsni.org,"627 Randall Road
Ludlow, MA, United States 01056-1085"
Cultivate Care Farms,821121266,N/A,"401 Main St
Bolton, MA, United States 01740"
Dignity Inc,N/A,N/A,"Medford, MA, United States"
Drotiicrhood of Hope Inc,N/A,N/A,"Boston, MA, United States"
Festival Latino of the Berkshires,N/A,http://www.festivallatino.org/,"PO Box 1021
Lee, MA, United States 01238"
Framingham State College,N/A,http://www.framingham.edu,"100 State St
Framingham, MA, United States 1702"
French American Intercultural Relations and Exchanges Inc.,454877061,N/A,"Marblehead, MA, United States 01945"
Friends of Excel Academy Charter Schools,N/A,N/A,"58 Moore Street
East Boston, MA, United States 02128"
Friends of Jack Foundation St Annes,N/A,N/A,"PO Box 419
Mattapoisett, MA, United States 02739"
"Friends of Nobska Light, inc.",472579196,https://www.friendsofnobska.org/,"233 Nobska Rd
Woods Hole, MA, United States 2543"
Global Indians for Bharat Vikas,463735966,N/A,"20 Tilloson Rd
Needham Heights, MA, United States 02494"
Global Smile Foundation,N/A,http://www.gsmile.org,"101 Access Road Suite 205
Norwood, MA, United States 02062"
Gore Place Society,42104254,http://goreplace.org,"52 Gore Street
Waltham, MA, United States 02453"
Hancock Shaker Village Inc,42281657,http://www.hancockshakervillage.org,"Po Box 927
Pittsfield, MA, United States 01201"
